sweep_index,requested_profile,requested_seed,profile,runs,max_ticks_per_run,seed,fun_score,fun_label,max_round_reached,game_over_runs,avg_score,avg_rounds,avg_crushes,avg_items,avg_deaths,active_ratio,direction_change_rate,stage_variety_ratio,stage_unique_per_run,stage_coverage_ratio,score_target,stage_variety_target_ratio,comp_rounds,comp_crushes,comp_items,comp_score,comp_stages,comp_agency,comp_activity,comp_challenge
109,aggressive,1337,aggressive,4,8000,1337,24,weak fun signal,2,1,11462.500,1.000,1.250,0.000,1.000,0.750392,0.046829,0.000000,0.000000,0.000000,52000.000,0.680000,4.500,3.750,0.000,3.968,0.000,5.620,4.000,2.162
110,aggressive,1338,aggressive,4,8000,1338,48,needs tuning,6,1,25617.500,2.250,4.500,0.000,1.750,0.729413,0.051825,0.200000,1.000000,0.800000,52000.000,0.680000,10.125,13.500,0.000,8.868,2.353,6.219,4.000,2.973
111,aggressive,1339,aggressive,4,8000,1339,29,weak fun signal,2,1,13174.000,1.250,1.750,0.000,1.750,0.746492,0.050826,0.000000,0.000000,0.000000,52000.000,0.680000,5.625,5.250,0.000,4.560,0.000,6.099,4.000,2.973
112,aggressive,1340,aggressive,4,8000,1340,36,needs tuning,4,2,17981.000,1.500,2.750,0.000,2.000,0.725141,0.053055,0.100000,0.500000,0.400000,52000.000,0.680000,6.750,8.250,0.000,6.224,1.176,6.367,4.000,3.243
113,aggressive,1341,aggressive,4,8000,1341,74,promising,10,1,37502.250,3.250,10.000,0.000,2.250,0.730256,0.051602,0.200000,1.000000,0.800000,52000.000,0.680000,14.625,30.000,0.000,12.982,2.353,6.192,4.000,3.514
114,aggressive,1342,aggressive,4,8000,1342,43,needs tuning,5,1,22280.000,2.000,4.250,0.000,1.500,0.728902,0.050373,0.100000,0.500000,0.400000,52000.000,0.680000,9.000,12.750,0.000,7.712,1.176,6.045,4.000,2.703
115,aggressive,1343,aggressive,4,8000,1343,23,weak fun signal,2,1,11788.500,1.000,1.000,0.000,1.250,0.734628,0.045307,0.000000,0.000000,0.000000,52000.000,0.680000,4.500,3.000,0.000,4.081,0.000,5.437,4.000,2.432
116,aggressive,1344,aggressive,4,8000,1344,45,needs tuning,5,0,24558.000,2.250,4.250,0.000,0.500,0.751742,0.050739,0.150000,0.750000,0.600000,52000.000,0.680000,10.125,12.750,0.000,8.501,1.765,6.089,4.000,1.622
117,aggressive,1345,aggressive,4,8000,1345,54,needs tuning,5,2,29230.750,2.500,5.000,0.000,2.500,0.734219,0.055091,0.250000,1.250000,0.800000,52000.000,0.680000,11.250,15.000,0.000,10.118,2.941,6.611,4.000,3.784
118,aggressive,1346,aggressive,4,8000,1346,22,weak fun signal,1,1,8662.500,0.750,0.750,0.000,1.250,0.745752,0.054612,0.000000,0.000000,0.000000,52000.000,0.680000,3.375,2.250,0.000,2.999,0.000,6.553,4.000,2.432
119,aggressive,1347,aggressive,4,8000,1347,42,needs tuning,5,1,22617.250,2.000,3.750,0.000,1.250,0.735790,0.049656,0.150000,0.750000,0.600000,52000.000,0.680000,9.000,11.250,0.000,7.829,1.765,5.959,4.000,2.432
120,aggressive,1348,aggressive,4,8000,1348,42,needs tuning,4,1,23423.250,2.000,3.750,0.000,1.500,0.739159,0.048284,0.100000,0.500000,0.400000,52000.000,0.680000,9.000,11.250,0.000,8.108,1.176,5.794,4.000,2.703
121,aggressive,1337,aggressive,4,8000,1337,24,weak fun signal,2,1,11462.500,1.000,1.250,0.000,1.000,0.750392,0.046829,0.000000,0.000000,0.000000,52000.000,0.680000,4.500,3.750,0.000,3.968,0.000,5.620,4.000,2.162
122,aggressive,1338,aggressive,4,8000,1338,48,needs tuning,6,1,25617.500,2.250,4.500,0.000,1.750,0.729413,0.051825,0.200000,1.000000,0.800000,52000.000,0.680000,10.125,13.500,0.000,8.868,2.353,6.219,4.000,2.973
123,aggressive,1339,aggressive,4,8000,1339,29,weak fun signal,2,1,13174.000,1.250,1.750,0.000,1.750,0.746492,0.050826,0.000000,0.000000,0.000000,52000.000,0.680000,5.625,5.250,0.000,4.560,0.000,6.099,4.000,2.973
124,aggressive,1340,aggressive,4,8000,1340,36,needs tuning,4,2,17981.000,1.500,2.750,0.000,2.000,0.725141,0.053055,0.100000,0.500000,0.400000,52000.000,0.680000,6.750,8.250,0.000,6.224,1.176,6.367,4.000,3.243
125,aggressive,1341,aggressive,4,8000,1341,74,promising,10,1,37502.250,3.250,10.000,0.000,2.250,0.730256,0.051602,0.200000,1.000000,0.800000,52000.000,0.680000,14.625,30.000,0.000,12.982,2.353,6.192,4.000,3.514
126,aggressive,1342,aggressive,4,8000,1342,43,needs tuning,5,1,22280.000,2.000,4.250,0.000,1.500,0.728902,0.050373,0.100000,0.500000,0.400000,52000.000,0.680000,9.000,12.750,0.000,7.712,1.176,6.045,4.000,2.703
127,aggressive,1343,aggressive,4,8000,1343,23,weak fun signal,2,1,11788.500,1.000,1.000,0.000,1.250,0.734628,0.045307,0.000000,0.000000,0.000000,52000.000,0.680000,4.500,3.000,0.000,4.081,0.000,5.437,4.000,2.432
128,aggressive,1344,aggressive,4,8000,1344,45,needs tuning,5,0,24558.000,2.250,4.250,0.000,0.500,0.751742,0.050739,0.150000,0.750000,0.600000,52000.000,0.680000,10.125,12.750,0.000,8.501,1.765,6.089,4.000,1.622
129,aggressive,1345,aggressive,4,8000,1345,54,needs tuning,5,2,29230.750,2.500,5.000,0.000,2.500,0.734219,0.055091,0.250000,1.250000,0.800000,52000.000,0.680000,11.250,15.000,0.000,10.118,2.941,6.611,4.000,3.784
130,aggressive,1346,aggressive,4,8000,1346,22,weak fun signal,1,1,8662.500,0.750,0.750,0.000,1.250,0.745752,0.054612,0.000000,0.000000,0.000000,52000.000,0.680000,3.375,2.250,0.000,2.999,0.000,6.553,4.000,2.432
131,aggressive,1347,aggressive,4,8000,1347,42,needs tuning,5,1,22617.250,2.000,3.750,0.000,1.250,0.735790,0.049656,0.150000,0.750000,0.600000,52000.000,0.680000,9.000,11.250,0.000,7.829,1.765,5.959,4.000,2.432
132,aggressive,1348,aggressive,4,8000,1348,42,needs tuning,4,1,23423.250,2.000,3.750,0.000,1.500,0.739159,0.048284,0.100000,0.500000,0.400000,52000.000,0.680000,9.000,11.250,0.000,8.108,1.176,5.794,4.000,2.703
133,aggressive,1337,aggressive,4,8000,1337,24,weak fun signal,2,1,11462.500,1.000,1.250,0.000,1.000,0.750392,0.046829,0.000000,0.000000,0.000000,52000.000,0.680000,4.500,3.750,0.000,3.968,0.000,5.620,4.000,2.162
134,aggressive,1338,aggressive,4,8000,1338,48,needs tuning,6,1,25617.500,2.250,4.500,0.000,1.750,0.729413,0.051825,0.200000,1.000000,0.800000,52000.000,0.680000,10.125,13.500,0.000,8.868,2.353,6.219,4.000,2.973
135,aggressive,1339,aggressive,4,8000,1339,29,weak fun signal,2,1,13174.000,1.250,1.750,0.000,1.750,0.746492,0.050826,0.000000,0.000000,0.000000,52000.000,0.680000,5.625,5.250,0.000,4.560,0.000,6.099,4.000,2.973
136,aggressive,1340,aggressive,4,8000,1340,36,needs tuning,4,2,17981.000,1.500,2.750,0.000,2.000,0.725141,0.053055,0.100000,0.500000,0.400000,52000.000,0.680000,6.750,8.250,0.000,6.224,1.176,6.367,4.000,3.243
137,aggressive,1341,aggressive,4,8000,1341,74,promising,10,1,37502.250,3.250,10.000,0.000,2.250,0.730256,0.051602,0.200000,1.000000,0.800000,52000.000,0.680000,14.625,30.000,0.000,12.982,2.353,6.192,4.000,3.514
138,aggressive,1342,aggressive,4,8000,1342,43,needs tuning,5,1,22280.000,2.000,4.250,0.000,1.500,0.728902,0.050373,0.100000,0.500000,0.400000,52000.000,0.680000,9.000,12.750,0.000,7.712,1.176,6.045,4.000,2.703
139,aggressive,1343,aggressive,4,8000,1343,23,weak fun signal,2,1,11788.500,1.000,1.000,0.000,1.250,0.734628,0.045307,0.000000,0.000000,0.000000,52000.000,0.680000,4.500,3.000,0.000,4.081,0.000,5.437,4.000,2.432
140,aggressive,1344,aggressive,4,8000,1344,45,needs tuning,5,0,24558.000,2.250,4.250,0.000,0.500,0.751742,0.050739,0.150000,0.750000,0.600000,52000.000,0.680000,10.125,12.750,0.000,8.501,1.765,6.089,4.000,1.622
141,aggressive,1345,aggressive,4,8000,1345,54,needs tuning,5,2,29230.750,2.500,5.000,0.000,2.500,0.734219,0.055091,0.250000,1.250000,0.800000,52000.000,0.680000,11.250,15.000,0.000,10.118,2.941,6.611,4.000,3.784
142,aggressive,1346,aggressive,4,8000,1346,22,weak fun signal,1,1,8662.500,0.750,0.750,0.000,1.250,0.745752,0.054612,0.000000,0.000000,0.000000,52000.000,0.680000,3.375,2.250,0.000,2.999,0.000,6.553,4.000,2.432
143,aggressive,1347,aggressive,4,8000,1347,42,needs tuning,5,1,22617.250,2.000,3.750,0.000,1.250,0.735790,0.049656,0.150000,0.750000,0.600000,52000.000,0.680000,9.000,11.250,0.000,7.829,1.765,5.959,4.000,2.432
144,aggressive,1348,aggressive,4,8000,1348,42,needs tuning,4,1,23423.250,2.000,3.750,0.000,1.500,0.739159,0.048284,0.100000,0.500000,0.400000,52000.000,0.680000,9.000,11.250,0.000,8.108,1.176,5.794,4.000,2.703
